premise;hypothesis;label
འདི་ Quad ཞེས་པའི་སློབ་ཕྲུག་གི་སྡོད་ཁང་གི་ཉེ་འགྲམ་དུ་ཡོད། འདི་ནི Jacobean Revival གྱི་ཁང་ཁྱིམ་ཞིག་རེད། ཁང་མིག་དེའི་ནང་ཁྱམས་ར་མང་པོ་ཞིག་ཡོད། ;ཀོ་ཌི་ནི་སློབ་ཕྲུག་གཉིས་བསྡོམས་ཀྱི་སྡོད་ཁང་ཞིག་ཡིན། ;1
འདི་ Quad ཞེས་པའི་སློབ་ཕྲུག་གི་སྡོད་ཁང་གི་ཉེ་འགྲམ་དུ་ཡོད། འདི་ནི Jacobean Revival གྱི་ཁང་ཁྱིམ་ཞིག་རེད། ཁང་མིག་དེའི་ནང་ཁྱམས་ར་མང་པོ་ཞིག་ཡོད། ;ཀོ་ཌི་ནི་སློབ་ཕྲུག་གི་སྡོད་ཁང་ཞིག་ཡིན། ;0
གཞན་རྣམས་ཉོ་མཁན་ལ་དགའ་མི་འདང་བ་རེད། ;མང་པོ་དཀར་པོ་མ་རེད་ ;1
གཞན་རྣམས་ཉོ་མཁན་ལ་དགའ་མི་འདང་བ་རེད། ;གཞན་རྣམས་ལས་ཀ་ཡག་པོ་མི་བྱེད་པས། ;0
གཞན་རྣམས་ཉོ་མཁན་ལ་དགའ་མི་འདང་བ་རེད། ;གཞན་རྣམས་ཀྱང་གལ་ཆེ་རེད། ;2
ང་ཚོས་དཔེར་བརྗོད་བྱས་པ་ལས་གྲུབ་འབྲས་གཙོ་བོ་ནི་ རང་སྐྱོང་གི་ལས་བྱེད་ཀྱིས་རང་འགུལ་གྱི་འཁོར་ལམ་གཅིག་གམ་མང་པོ་བསྡུས་ནས་ལས་བྱེད་རྒྱུ་དེ་ ཚད་ལྡན་ཡིན་རུང་གསར་འགྱུར་ཡིན་རུང་ ཚད་ལྡན་མིན་པའི་ཁ་ཕྱེས་པའི་རེག་པའི་དྲ་ལམ་ཞིག་ཡིན། ;ང་ཚོས་དཔེར་བརྗོད་ལས་གྲུབ་འབྲས་ཤིག་བཏོན་ཐུབ། ;0
ང་ཚོས་དཔེར་བརྗོད་བྱས་པ་ལས་གྲུབ་འབྲས་གཙོ་བོ་ནི་ རང་སྐྱོང་གི་ལས་བྱེད་ཀྱིས་རང་འགུལ་གྱི་འཁོར་ལམ་གཅིག་གམ་མང་པོ་བསྡུས་ནས་ལས་བྱེད་རྒྱུ་དེ་ ཚད་ལྡན་ཡིན་རུང་གསར་འགྱུར་ཡིན་རུང་ ཚད་ལྡན་མིན་པའི་ཁ་ཕྱེས་པའི་རེག་པའི་དྲ་ལམ་ཞིག་ཡིན། ;ང་ཚོས་གློག་ཀླད་ཀྱི་དཔེ་མཚོན་ལས་གྲུབ་འབྲས་ཤིག་བཏོན་ཐུབ་ཀྱི་རེད། ;1
ང་ཚོས་དཔེར་བརྗོད་བྱས་པ་ལས་གྲུབ་འབྲས་གཙོ་བོ་ནི་ རང་སྐྱོང་གི་ལས་བྱེད་ཀྱིས་རང་འགུལ་གྱི་འཁོར་ལམ་གཅིག་གམ་མང་པོ་བསྡུས་ནས་ལས་བྱེད་རྒྱུ་དེ་ ཚད་ལྡན་ཡིན་རུང་གསར་འགྱུར་ཡིན་རུང་ ཚད་ལྡན་མིན་པའི་ཁ་ཕྱེས་པའི་རེག་པའི་དྲ་ལམ་ཞིག་ཡིན། ;ང་ཚོས་དེའི་ཕྱིར་ནས་བསམ་བློ་གང་ཡང་བཏོན་མི་ཐུབ། ;2
དེའི་རྐྱེན་གྱི་ཆར་ཆུའི་ཚད་གཞི་ནི་རིམ་པ་ཅན་གྱི་གནས་སྟངས་ནང་ཡོད་པ་དང་ སྟབས་མི་མཐུན་པའི་གནས་སྟངས་ནང་ཡོད་པ་དང་འདྲ་བ་རེད། ;སྲིད་སྐྱོང་ནི་བྱང་ཕྱོགས་ཀྱི་རེད། ;1
དེའི་རྐྱེན་གྱི་ཆར་ཆུའི་ཚད་གཞི་ནི་རིམ་པ་ཅན་གྱི་གནས་སྟངས་ནང་ཡོད་པ་དང་ སྟབས་མི་མཐུན་པའི་གནས་སྟངས་ནང་ཡོད་པ་དང་འདྲ་བ་རེད། ;སྲིད་སྐྱོང་ནང་དུ་ས་ཡོམ་ཤུགས་ཆེན་པོ་བྱུང་ཡོད། ;0
དེའི་རྐྱེན་གྱི་ཆར་ཆུའི་ཚད་གཞི་ནི་རིམ་པ་ཅན་གྱི་གནས་སྟངས་ནང་ཡོད་པ་དང་ སྟབས་མི་མཐུན་པའི་གནས་སྟངས་ནང་ཡོད་པ་དང་འདྲ་བ་རེད། ;སྲིད་སྐྱོང་ནང་དུ་ས་ཡོམ་གང་ཡང་མེད། ;2
སྦ་རྡུལ་ནི་འདམ་རྫས་དང་བྱེ་མ་དང་། འཕྲལ་འཕྲལ་འདམ་རྫས་ཟེར་བ་ལས་བཟོས་ཏེ་ཉི་མ་ཚ་པོ་ཡོད་ན་དལ་པོར་སྐམ་པར་བྱེད། ;ལྕགས་རིགས་འདི་ནི་དྲོད་དང་སྐམ་ས་ལ་བཟོ་དགོས་པ་ཡིན། ;1
སྦ་རྡུལ་ནི་འདམ་རྫས་དང་བྱེ་མ་དང་། འཕྲལ་འཕྲལ་འདམ་རྫས་ཟེར་བ་ལས་བཟོས་ཏེ་ཉི་མ་ཚ་པོ་ཡོད་ན་དལ་པོར་སྐམ་པར་བྱེད། ;སའི་འདམ་རྡུལ་བཟོ་རྒྱུར་ནམ་ཡང་བེད་སྤྱོད་མི་བྱེད། ;2
སྦ་རྡུལ་ནི་འདམ་རྫས་དང་བྱེ་མ་དང་། འཕྲལ་འཕྲལ་འདམ་རྫས་ཟེར་བ་ལས་བཟོས་ཏེ་ཉི་མ་ཚ་པོ་ཡོད་ན་དལ་པོར་སྐམ་པར་བྱེད། ;ལྕགས་རིགས་བཟོ་རྒྱུར་འདམ་ས་བེད་སྤྱོད་བྱེད། ;0
མི་སེར་གྱི་ཐོབ་ཐང་དང་རང་དབང་དེ་ཁྲིམས་ལུགས་གསར་པའི་རིན་ཐང་ཆེན་པོར་ངོས་འཛིན་བྱས་ན། Black གྱིས་ཁྲིམས་ལུགས་ལྟར་འདྲ་མཉམ་གྱི་དཀའ་ངལ་ཞིག་བཟོ་བཞིན་ཡོད། ;མི་སེར་ལ་དབང་ཆ་ཡོད་ཀྱང་གཞུང་གིས་ལེན་ཐུབ། ;1
མི་སེར་གྱི་ཐོབ་ཐང་དང་རང་དབང་དེ་ཁྲིམས་ལུགས་གསར་པའི་རིན་ཐང་ཆེན་པོར་ངོས་འཛིན་བྱས་ན། Black གྱིས་ཁྲིམས་ལུགས་ལྟར་འདྲ་མཉམ་གྱི་དཀའ་ངལ་ཞིག་བཟོ་བཞིན་ཡོད། ;མི་སེར་ལ་ཐོབ་ཐང་འཕྲོག་ཆོག་པ་ཡིན། ;0
མི་སེར་གྱི་ཐོབ་ཐང་དང་རང་དབང་དེ་ཁྲིམས་ལུགས་གསར་པའི་རིན་ཐང་ཆེན་པོར་ངོས་འཛིན་བྱས་ན། Black གྱིས་ཁྲིམས་ལུགས་ལྟར་འདྲ་མཉམ་གྱི་དཀའ་ངལ་ཞིག་བཟོ་བཞིན་ཡོད། ;མི་སེར་ཚོས་རང་གི་ཐོབ་ཐང་ནམ་ཡང་འཕྲོག་མི་ཐུབ། ;2
འཕྲལ་འཕྲལ་ཐོག་མའི་རི་མོ་འདི་ཚོ་ནི་མི་ཚོའི་སྒྱུ་རྩལ་གྱི་ཆ་ཤས་ཤིག་ཡིན་པར་ངོས་འཛིན་བྱེད་ཀྱི་ཡོད། ;སྐབས་དེར་རྩོམ་རིག་ལ་སྐྱོན་བརྗོད་བྱེད་མཁན་ཚོས་རྩོམ་རིག་འདི་མི་ཚོའི་རྩོམ་རིག་རེད་ཟེར་བ་རེད། ;1
འཕྲལ་འཕྲལ་ཐོག་མའི་རི་མོ་འདི་ཚོ་ནི་མི་ཚོའི་སྒྱུ་རྩལ་གྱི་ཆ་ཤས་ཤིག་ཡིན་པར་ངོས་འཛིན་བྱེད་ཀྱི་ཡོད། ;སྔོན་མའི་རི་མོ་ལ་ལྷ་ཚོའི་སྒྱུ་རྩལ་ཞེས་བརྗོད་ཀྱི་ཡོད། ;2
འཕྲལ་འཕྲལ་ཐོག་མའི་རི་མོ་འདི་ཚོ་ནི་མི་ཚོའི་སྒྱུ་རྩལ་གྱི་ཆ་ཤས་ཤིག་ཡིན་པར་ངོས་འཛིན་བྱེད་ཀྱི་ཡོད། ;སྔོན་དུས་ཀྱི་རི་མོ་རྣམས་མི་རྒྱུད་ཀྱི་སྒྱུ་རྩལ་ཞེས་གྲགས་ཡོད། ;0
ཕྱོགས་གཞན་ཞིག་ནས་ན་ཆུང་བུ་མོ་ཞིག་ནི་ Good Friday ཞེས་པའི་ཉིན་མོ་དེར་ཞབས་བྲོ་འཁྲབ་པར་འགྲོ་འདོད་ཡོད་ཀྱང་ཆོས་ལུགས་ཀྱི་དད་མོས་དང་འགལ་བ་བྱེད་ཡོད། ཡང་དེ་ནི་ཆོས་ལུགས་ཀྱི་ཉིན་མོ་དམ་པ་ཞིག་ཡིན་པ་དང་། Chicano Catholic ཁྱིམ་ཚང་གི་ནང་སྨོན་ལམ་འདེབས་པའི་ཉིན་མོ་ཞིག་ཡིན་འདུག ;བུ་མོ་ཞིག་གིས་སྤྱི་ཟླ་དང་པོའི་ཉིན་མོ་ Good Friday ཞེས་པར་ཞབས་བྲོ་རྒྱབ་འདོད་འདུག ;0
ཕྱོགས་གཞན་ཞིག་ནས་ན་ཆུང་བུ་མོ་ཞིག་ནི་ Good Friday ཞེས་པའི་ཉིན་མོ་དེར་ཞབས་བྲོ་འཁྲབ་པར་འགྲོ་འདོད་ཡོད་ཀྱང་ཆོས་ལུགས་ཀྱི་དད་མོས་དང་འགལ་བ་བྱེད་ཡོད། ཡང་དེ་ནི་ཆོས་ལུགས་ཀྱི་ཉིན་མོ་དམ་པ་ཞིག་ཡིན་པ་དང་། Chicano Catholic ཁྱིམ་ཚང་གི་ནང་སྨོན་ལམ་འདེབས་པའི་ཉིན་མོ་ཞིག་ཡིན་འདུག ;བུ་མོ་དེས་ལྷ་ཁང་དུ་འགྲོ་བ་ལས་གཞན་གང་ཡང་བྱེད་མི་ཐུབ་པ་ཤེས་སོ། ;2
ཕྱོགས་གཞན་ཞིག་ནས་ན་ཆུང་བུ་མོ་ཞིག་ནི་ Good Friday ཞེས་པའི་ཉིན་མོ་དེར་ཞབས་བྲོ་འཁྲབ་པར་འགྲོ་འདོད་ཡོད་ཀྱང་ཆོས་ལུགས་ཀྱི་དད་མོས་དང་འགལ་བ་བྱེད་ཡོད། ཡང་དེ་ནི་ཆོས་ལུགས་ཀྱི་ཉིན་མོ་དམ་པ་ཞིག་ཡིན་པ་དང་། Chicano Catholic ཁྱིམ་ཚང་གི་ནང་སྨོན་ལམ་འདེབས་པའི་ཉིན་མོ་ཞིག་ཡིན་འདུག ;བུ་མོ་དེ་གཉིས་ཀྱི་ཕ་མ་གཉིས་ཀྱིས་སྤྱི་ཟླ་ ༡༢ པའི་ཉིན་མོ་ལ་ཞབས་བྲོ་འཁྲབ་པའི་ཉེས་ལན་དུ་མོ་ལ་ཁྲིམས་ཆད་བཏང་བ་རེད། ;1
འཆར་གཞི་ནི་ Le Corbusier གྱིས་བཤད་པའི་གློག་ཤུགས་བཟོ་བ་རེད། འོན་ཀྱང་ Gehry ཀྱི་འཆར་གཞི་ནི་གྲུབ་འབྲས་ཡིན། ;འཆར་གཞི་ནི་གལ་ཆེ་བ་རེད། ;0
འཆར་གཞི་ནི་ Le Corbusier གྱིས་བཤད་པའི་གློག་ཤུགས་བཟོ་བ་རེད། འོན་ཀྱང་ Gehry ཀྱི་འཆར་གཞི་ནི་གྲུབ་འབྲས་ཡིན། ;འཆར་གཞི་ནི་གལ་གནད་ཅན་ཞིག་མིན། ;2
འཆར་གཞི་ནི་ Le Corbusier གྱིས་བཤད་པའི་གློག་ཤུགས་བཟོ་བ་རེད། འོན་ཀྱང་ Gehry ཀྱི་འཆར་གཞི་ནི་གྲུབ་འབྲས་ཡིན། ;འཆར་གཞི་ནི་རྒྱལ་ཁབ་ཞིག་བཙན་འཛུལ་བྱེད་རྒྱུ་དེ་རེད། ;1
མདའ་དང་མཚོན་ཆ་གཞན་རྣམས་ཀྱང་ཁྱད་ཆོས་འདིའི་ནང་དུ་ཚུད་ཡོད། ;མདའ་གཞུ་ནི་མཚོན་ཆ་ལྟ་བུ་ཡིན་པར་དབྱེ་དགོས། ;1
