input_sentence_1;input_sentence_2;input_sentence_3;input_sentence_4;sentence_quiz1;sentence_quiz2;answer_right_ending
ཨ་ལིས་ལོན་གྱི་སྐྱེས་ཚེས་ ༢༥ ཉིན་མོའི་ཕ་མས་མོ་ལ་བིན་གོའི་རྩེད་འགྲན་ཞིག་ཏུ་འཁྲིད་སོང་། ;མོ་ནི་རྩེད་མོ་དེ་སྔ་ནམ་ཡང་རྩེད་མྱོང་མེད་པས་སེམས་ཁྲལ་ཆེན་པོ་བྱུང་། ;ཁོང་ཚོས་མོ་ལ་རྩེད་སྟངས་སྟོན་པའི་རྗེས་སུ་མོ་རྩེད་འགོ་ཚུགས་པར་སེམས་དགའ་པོ་བྱུང་ངོ་། ;བཞི་པའི་རྩེད་འགྲན་སྐབས་མོ་ལ་བིན་གོའི་གོ་སྐབས་ཐོབ་བྱུང་། ;ཨ་ལིས་སིན་གྱིས་མ་འོངས་པར་ཡང་བསྐྱར་དངུལ་སྤྲོད་ཀྱི་འཆར་གཞི་འདུག ;ཨ་ལིས་ལིན་གྱིས་བིན་གོའི་རྩེད་མོ་ནི་ཡིད་སྐྱོ་པོ་རེད་བསམ་གྱི་འདུག ;1
ནེ་ཡ་གྲོང་ཁྱེར་དུ་འགྲོ་སའི་ལམ་སྟོན་ལ་བལྟ་འདོད་འདུག ;མོ་ལ་བཱསི་གསུམ་འགོར་སོང་། ;དེ་ནས་མོ་ས་འོག་ལམ་དུ་འགྲོ་སོང་། ;མོ་རང་དུས་ཐོག་མར་གྲོང་ཁྱེར་དུ་སླེབས་པ་རེད། ;ནེ་ཡ་ལ་དུས་སྟོན་དེ་ཆ་ཚང་མ་འབྱོར་བ་རེད། ;ནེ་ཡ་ནི་དུས་སྟོན་ལ་བལྟ་ཐུབ་པར་སེམས་དགའ་པོ་བྱུང་། ;2
མཱ་ཌེ་ལིན་གྱིས་ས་ཀསི་ (Saks) གྱི་ཚོང་ཁང་ནས་ལག་འཁྱེར་གསར་པ་ཞིག་ཐོབ་པར་ཧ་ཅང་དགའ་པོ་བྱུང་འདུག ;ཨ་མས་མོ་ལ་དངུལ་ཁུག་གི་ལས་ཁུངས་སུ་འཁྲིད་སོང་། ;མཱ་ཌེ་ལིན་གྱིས་དེ་མ་ཐག་ཏུ་མོ་དགའ་བའི་རས་མདོག་དམར་པོ་ཡོད་པའི་ཕད་གོག་ཞིག་མཐོང་ངོ་། ;མོ་ཡིད་ཆེས་མ་ཐུབ་པ་རེད། ;མཱ་ཌེ་ལིན་གྱིས་ཉོས་པའི་དངོས་པོ་གསར་པ་དེ་ལ་སེམས་འཁྲལ་ཆེན་པོ་བྱུང་ངོ་། ;མཱ་ཌེ་ལིན་གྱི་ཨ་མས་དགའ་སྤྲོའི་ངང་ནས་མོའི་ཆེད་དུ་ཕད་གོག་དེ་ཉོས་སོ། ;2
ཊོམ་གྱིས་ཤིང་གསར་པ་ཞིག་ཉོས་པ་ཡིན། ;ཁོང་རང་གི་ཉལ་ཁྲིའི་ཉེ་འགྲམ་དུ་བཞག་ཡོད། ;སྐྱེ་བའི་ཆ་རྐྱེན་ནི་ཡར་རྒྱས་མི་ཕྱིན་པ་རེད། ;ཁོང་གི་ཡུམ་གྱིས་དེ་ལ་ཉི་མའི་འོད་དགོས་འདུག་ཅེས་བཤད་ཡོད། ;དེ་ནས་ཏོམ་གྱིས་ཤིང་སྡོང་དེ་སྒེ་ཁུང་གི་ཕྱོགས་སུ་སྤོས་སོ། ;ཐོམ་གྱིས་ཉི་མ་གང་ཙམ་ཤར་ཐུབ་པར་འགོག་ཆེད་སྒེ་ཁུང་རྒྱབ་པ་རེད། ;1
ཡུའུ་ཌར་ཝིཤི་ནི་ཊེག་སན་རི་ནར་ཇར་སི་ (Texas Rangers) ཚོགས་པའི་རྐང་རྩེད་རྩེད་མི། ;འདས་པའི་ལོ་གཉིས་རིང་ཁོང་རྨས་སྐྱོན་ཤོར་ཡོད། ;སྙན་ཞུ་ལྟར་ན། ཁོང་བདེ་ཐང་ཐོག་ནས་རྩེད་ཐུབ་ཀྱི་འདུག ;རེན་ཇར་སི་ (Ranger) གི་དགའ་ལྡན་ཚོས་ཁོ་ནི་ཁོ་ཚོའི་བུམ་པ་གཏོང་མཁན་གྱི་འགོ་ཁྲིད་ཞིག་ཡིན་པར་རེ་བ་ཡོད། ;མཁས་པ་ཚོར་ཁོང་འགྲོ་དགོས་ཀྱི་འདུག ;མཁས་པ་ཧྲི་ལིང་གི་དགེ་འདུན་པ་རྣམས་ཀྱིས་ཁོ་ཕྱིར་ལོག་ཡོང་བར་སྒུག་བསྡད་ཡོད། ;2
ཨེ་ཝེ་རི་ལ་ལས་འགན་སྤྲོད་རྒྱུ་ཡོད་པ་དེ་ཕྱི་ཚེས་ ༢༡ ཉིན་རེད། ;དེ་མ་ཐག་ལས་འགན་དེ་ཆ་ཚང་བཀླགས་སོ། ;ཉིན་རེའི་ལས་དོན་ཁག་ལ་ལས་རིམ་ཞིག་བཟོས་ཏེ་བགོས་སོ། ;ཁོང་མོས་ལས་འགན་དེ་དག་ཉིན་གྲངས་གཏན་འབེབས་ནང་སྒྲུབ་པ་རེད། ;ཨེ་ཝེ་རི་སློབ་གྲྭ་ནས་ཕྱིར་འཐེན་བྱས་པ་ཡིན། ;ཨེ་ཝེ་རི་གྱིས་ལས་འགུལ་དེ་སྔ་ཕྱི་སྒྲུབ་བྱས་པ་ཡིན། ;2
ཉིན་ཞིག་དགོང་དྲོ་ཁོ་ཚོང་ཁང་ཞིག་ཏུ་འགྲོ་རྒྱུ་ཐག་བཅད་པ་རེད། ;ཁོང་ཉིད་གང་ཡང་ཉོ་འདོད་མེད་དེ། ཁོང་ཉིད་ཕར་ཚུར་འགྲོ་བཞིན་ཙམ་ལ་འདོད་འདུག ;ཆུང་འདྲིས་སེམས་ཁྲལ་གྱི་སེམས་འགུལ་ཐེབས་པ། ;ཊེསི་ཊར་གྱིས་གོས་དེ་ཉོས་པ་ནི་རིན་གོང་ཡག་པོ་ཡོད་པས་ཡིན། ;ཊེསི་ཊར་གྱིས་ཉོས་པའི་གྱོན་གོས་དེ་འཕྲལ་དུ་ཕྱིར་འཕངས་པ་རེད། ;Chester གྱིས་ཉོས་པའི་གྱོན་གོས་ལ་ཧ་ཅང་དགའ་པོ་བྱུང་། ;2
གཱ་ནཱ་གིས་མོ་རང་གི་སྙན་ཞུ་ལ་ལས་ཀ་བྱེད་དགོས་པ་ཤེས་པ་རེད། ;ཉིན་མོ་ཆ་ཚང་དེ་ཟད་སོང་ནས་མོ་ལ་ཉིན་གཅིག་ལས་ལྷག་པ་མེད་པས། ;ཁོ་མོ་སྡོད་ནས་ལས་ཀ་འགོ་ཚུགས་པ་རེད། ;མོ་རང་གི་ཨ་མས་མོ་ལས་སྣོད་འཁྲུ་དགོས་ཞེས་འདོད་འདུག ;གཱ་ནཱ་ལ་དེ་རིང་ལ་ཕན་ཐོགས་བྱུང་མ་མྱོང་བར་སེམས་སྐྱོ་བྱུང་སོང་། ;ཇི་ན་མོ་རང་གི་ཉིན་མོ་འཕྲོ་བརླག་བཏང་བར་དགའ་བ་རེད། ;1
ངའི་ཁང་པའི་ནང་གཟའ་འཁོར་གཉིས་ནི་བཙོག་གྲིབ་ཀྱི་ཉིན་མོ་ཡིན། ;འདས་པའི་ཉིན་གཉིས་རིང་ང་ཚོ་ཧ་ཅང་ལས་ཀ་ཁག་པོ་བྱས་ཡོད། ;ད་ཆ་ང་ཚོ་ལ་གཙང་བའི་གོས་ལྷག་མ་ཡང་ལྷག་ཙམ་ཡོད། ;ངས་གོས་ཧྲུལ་པོ་གྱོན་ན་ཡང་། ད་དུང་དྲི་ངན་བྲོ་བ་འདུག ;ངའི་གྱོན་གོས་ཚང་མ་དྲི་བཟང་གི་དྲི་མ་ཡོད། ;ངས་ད་ལྟ་ཉིད་དུ་གོས་བཀྲུས་པར་འགྲོ་གི་ཡིན། ;2
ཕྱི་རུ་དབྱར་ཁའི་ཉིན་མོ་མཛེས་པོ་ཞིག་རེད། ;བོ བ ་ ཀྱིས་ལྡུམ་ར་དུ་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་འགྲོ་བཞིན་ ;བོ་བྷས་ལམ་དུ་འགྲོ་བཞིན་གནས་སྟངས་ལ་ལྟ་ཞིང་དགའ་སྣང་བྱས། ;ཁོ་ལ་ས་སྟེང་ནས་ཌོ་ལར་ ༢༠ གྱི་དངུལ་སྒོར་ཞིག་རྙེད་བྱུང་། ;ཁོ་ནི་དགའ་ཞིང་སྤྲོ་བ་ཅན་ཞིག་རེད། ;ཁོང་བློ་ཕམ་ཆེན་པོ་བྱུང་ངོ་། ;1
མེག་ན་དང་སི་ཀོཊ་གཉིས་ཀྱིས་རང་གི་དགའ་བའི་སྡེ་ཚན་ཞིག་གླུ་གར་འཁྲབ་སྟོན་དུ་འགྲོ་བར་འདོད་འདུག ;འགྲུལ་ཤོག་དྲ་ཐོག་ནས་བཙོང་རྒྱུ་འགོ་ཚུགས་ཏེ་ སེར་བུར་ལས་ཀ་མང་པོ་འདུག ;མེག་ན་དང་སི་ཀོཊ་གཉིས་ཀྱིས་འགྲུལ་ཤོག་ཉོ་རྒྱུར་ཧ་ཅང་དཀའ་ལས་བརྒྱབ་བཞིན་འདུག ;སྟོན་ཁང་གི་ས་ཁྲ་ཉོ་ཚོང་ཟིན་ཙམ་གྱིས་ མེ་གན་གྱིས་སྒོར་ཤོག་གཉིས་རྙེད་བྱུང་། ;ཁོང་ཚོ་སེམས་གསོ་ཆེན་པོ་ཐོབ་བྱུང་། ;ཁོང་ཚོ་ཡིད་ཕམ་པ་རེད། ;1
ཇོན་གྱིས་མཐོ་སློབ་ཀྱི་སློབ་སྦྱོང་མཇུག་བསྡུ་ནས་མཐོ་སློབ་དུ་འགྲོ་རྩིས་ཡོད་པ་རེད། ;ཨ་མས་ཁོ་ལ་དངོས་པོ་ཚང་མ་སྒྲིལ་ནས་ཁོ་སོང་བར་རོགས་བྱས་པ་དང་། ;ཁོང་དེར་སླེབས་རྗེས་ཁོང་རང་གི་ཁང་པའི་ནང་དུ་བལྟ་རུ་སོང་བ་རེད། ;ཁོང་མཉམ་དུ་བསྡད་མཁན་གསར་པ་དེ་དེར་ཡོད་ཅིང་ཁོང་གཉིས་ཕན་ཚུན་མཐུན་པོ་བྱུང་སོང་། ;ཁོང་གཉིས་སློབ་གྲྭའི་ས་ཁུལ་ཁག་ཏུ་འགྲོ་བཞིན་པའི་རྗེས་སུ། ཚོགས་ཆེན་ཞིག་ཏུ་གདན་ཞུ་བྱས་པ་ཡིན། ;ཁོ་ལ་བསམ་ཚུལ་ནི། མཐོ་སློབ་དེ་སྐྱོ་པོ་རེད། ;1
ལོ་མང་པོའི་རིང་ ཇ་ཀི་ནི་རྒྱང་རིང་རྒྱུག་མཁན་ཞིག་ཡིན་འདུག ;མོ་ལ་གློག་ཀླད་ཀྱི་གློག་ཀླད་ (iPod) ཆ་ཚང་ཡོད་ཀྱང་གླུ་དབྱངས་ལ་ཡིད་ཐང་ཆད་སོང་། ;ཁོང་དང་མཉམ་དུ་རྒྱུག་འགྲན་བྱེད་མཁན་གྲོགས་པོ་ཞིག་གིས་ཀློག་ཀློག་བྱེད་ནུས་པའི་དཔེ་དེབ་ཞིག་བསྐྲུན་པར་བཀའ་སློབ་གནང་། ;མོ་རང་གི་གློག་ཀླད་ནང་དུ་གསར་ཤོག་ཞིག་ཕབ་ལེན་བྱས་འདུག ;མོ་རྒྱུག་བཞིན་པའི་སྐབས་དེབ་ཅིག་ཀློག་བཞིན་ཡོད། ;མོ་ནི་རོལ་དབྱངས་ལ་ནམ་ཡང་ཡིད་མི་ཕམ་པར་དགའ་བ་རེད། ;1
ཨ་རི་ཡི་གྲོགས་པོ་རྣམས་ཀྱིས་མོ་ལ་མཚན་མོ་འདི་ས་གནས་ཀྱི་འདྲེ་ཅན་ཁང་པའི་ནང་དུ་སྡོད་དགོས་པའི་གདམས་པ་བྱས་འདུག ;ཨ་རི་གྱིས་བསམ་ཚུལ་ལྟར་ཁས་ལེན་བྱས་པ་ཡིན། ;མོ་སྒེ་ཁུང་ནས་ཁང་པའི་ནང་དུ་འཛུལ་སོང་། ;དེ་ནས་མོས་ཡོལ་བ་ཟུར་དུ་བཞག་ནས་ཁུ་སིམ་པོར་བསྡད་དོ། ;མཚན་གང་གང་མོ་འདི་ལ་བཟོད་པ་སྒོམ་ཐུབ། ;མོ་རང་རང་སོར་མེ་འབར་ནས་དགོང་ཟས་བཟོས་པ་རེད། ;1
སེམ་གྱིས་འཁོར་ལམ་ནང་དུ་གློག་འོད་ཆེན་པོ་རྒྱབ་ནས་འགྲོ་བཞིན་ཡོད། ;ཁོང་ཚོའི་མདུན་ལམ་གྱི་མེ་ལྕེ་གཅིག་ཁ་ཕྱེས་ཡོད་པས་ཁོང་ཚོས་དེ་བས་བདེ་བ་རེད་བསམ་བྱུང་། ;ཁོང་ཕྱི་དྲོ་དེར་འཛིན་བཟུང་བྱས་འདུག ;ཁྲིམས་སྲུང་འགག་པ་གིས་ཁོ་ལ་ཁྲིམས་ཆད་བཏང་ནས་དེ་བཅོས་དགོས་ཅེས་ལབ་པ་རེད། ;སེམ་ལ་ཤིང་རྟ་མེད་པ་རེད། ;སེམ་ནི་སེམས་སྐྱོ་པོ་ཞིག་རེད། ;2
མཚན་མོ་ཞིག་ལ། ཁོང་ཚོའི་གྲོགས་པོ་འགའ་ཤས་ཀྱིས་ཨུ་ཇ་ (Ouija) གྱི་སྒྲོམ་ཞིག་རྩེད་བར་ཐག་བཅད་འདུག ;དེ་རྣམས་དགེ་བའི་ཆེད་དུ་ཡིན་པ་དང་དུས་ཡུན་ཆུ་ཚོད་གཅིག་གི་རིང་ལ་རྩེད་མོ་ཞིག་རྩེད་སོང་། ;རྩེད་ཚར་རྗེས་ཁོང་ཚོ་ཉལ་སར་ཉལ་སོང་། ;དུས་ཡུན་ཆུ་ཚོད་ཁ་ཤས་རྗེས་སུ། ཁོང་ཚོས་ས་སྟེང་གི་ས་ཐོག་ནས་སྒྲ་ངོ་མཚར་ཅན་ཞིག་ཐོས་པ་རེད། ;དེ་ནས་ཁོང་གཉིས་གཉིད་སད་ནས་གཉིད་སད་སོང་། ;དེ་རྣམས་རྣམ་རྟོག་ལངས་པ་རེད། ;2
